"","fintech_res","stock_res"
"1",0.0237733454498424,0.267615231345423
"2",-1.33700308885489,0.585258615229483
"3",1.08272926905826,-0.712898769638141
"4",0.522590093388603,-0.851467398393836
"5",0.113520505510971,0.507765508410192
"6",1.14377684274322,0.617533176192917
"7",-0.356542113322085,0.811241806585518
"8",-0.103468855538219,0.431854686774251
"9",-1.02424348906442,0.0841417964461869
"10",0.79231081967563,-0.224674866736375
"11",-0.0716055137182757,-1.46183504434081
"12",1.24030784666839,-0.559362575961836
"13",-0.331793791085917,-0.3521550191778
"14",0.30014816727064,1.16086816365072
"15",0.0896926861777942,-0.359129549439452
"16",-0.386307579089522,0.874367431142946
"17",-1.04507958840525,0.686921659419912
"18",0.107469995978111,0.504238342954822
"19",0.862314890803055,0.5217682179759
"20",0.231882229562089,0.463568151650327
"21",-0.278576912488343,-0.675901864045474
"22",0.794684394703561,0.612143270603603
"23",-0.315334788876235,-0.139536510425094
"24",0.68861934427045,-0.602752374582312
"25",-0.048648752374827,-0.971499662100085
"26",0.369082765671844,1.45266603021818
"27",-0.0642563527721104,0.198428715444437
"28",-0.358590853985765,-0.351051306227716
"29",-0.99867458837837,0.227626658507701
"30",-0.990505150803361,0.86018680462108
"31",-0.407616279619005,-0.228605123154108
"32",-0.293649824212598,1.51953162397126
"33",-0.390217520984039,0.861150296295712
"34",-4.83750374345029,0.383252347289956
"35",0.20820683158826,-0.304054140668489
"36",0.507126652115316,1.40888521432622
"37",-0.046233639130362,0.283460343923586
"38",0.0855574848039858,-1.03308368757047
"39",0.146726135433308,0.571390434042482
"40",-0.101681302706184,-0.446476864374118
"41",-0.156534935465136,-0.264032569975522
"42",3.25134000151283,0.0038518707587604
"43",-0.343598253703986,0.00046119655203075
"44",0.408063610780077,0.0746453573710053
"45",0.199737292928463,2.02264104357059
"46",-0.515570573976938,-0.0476804113075385
"47",0.92698222965119,-1.50279657672104
"48",-0.152981703012765,-0.787150324693207
"49",0.160480142821865,0.254563869642673
"50",1.16971151547593,0.0333697667028093
"51",-0.590272995511228,-0.625436015117162
"52",-0.675902270815583,-0.396650521440911
"53",-0.547582423596458,-1.79921597529938
"54",2.32192441481566,0.824170035720239
"55",0.1694207487993,0.513085841663032
"56",1.49235637814041,-0.365891913668945
"57",0.858475629881729,0.348959547771159
"58",-0.914548237290658,0.389222374053258
"59",0.314308251190699,0.154503570434777
"60",-0.578227103794341,1.1669720937976
"61",-0.318819447973194,0.69068223293032
"62",-0.732131845788297,-0.542647470416829
"63",1.25906441392268,2.50989798114272
"64",1.19458321544422,1.14558754307366
"65",-0.322230708500925,0.151238819851756
"66",0.129331736002524,-0.434849375067794
"67",0.481735693776949,-0.515140489628533
"68",1.43345963062379,-0.194111374339345
"69",0.676813760404802,0.0575667677095461
"70",-0.329097488314883,0.768962713541702
"71",0.863031316976577,-0.639839314955607
"72",-0.801353264041958,-0.924939037130118
"73",-3.08959815130103e-07,-0.222630170099099
"74",0.321805444477862,-0.493566780222088
"75",0.124206450645196,0.733734937673487
"76",0.291461539431435,-0.20566728846164
"77",0.125075858233254,-0.607443484461629
"78",-0.752019012110595,-0.20516875182823
"79",0.773385731398096,0.256925552853354
"80",-1.01339815462148,-0.15846023077179
"81",0.56854400785606,-0.355066086809291
"82",-0.98050380702386,0.587033185914898
"83",-0.526614608725768,0.167987486691476
"84",-1.21842119549695,0.0903720151610684
"85",0.137140429732398,-0.0830804681762584
"86",0.413786137371131,-0.882025276609199
"87",-0.101307732935646,-0.0161912102741705
"88",0.697671685863471,0.55302472526649
"89",1.27982432286462,1.01980515117561
"90",1.22704278701136,0.18113222321681
"91",-0.80939513759931,0.634025654686824
"92",-0.167371660057226,0.549237348601098
"93",0.234441281075902,-0.232380831671605
"94",-2.13236544879805,0.691280498761177
