"","fintech_res.sigma.filt_fintech.","cbank_res.sigma.filt_cbank."
"1",0.0237407221296515,0.73543975084044
"2",-1.33704025515256,0.27916724081345
"3",1.08278566088389,-0.503555827080819
"4",0.522521532766188,-2.53872027454394
"5",0.113489009294732,0.0775545789838031
"6",1.14365181426673,0.748442442359208
"7",-0.35659636405419,-0.0294075182260424
"8",-0.103503207465954,-0.342300829869625
"9",-1.02423750367481,-0.689330454304257
"10",0.792325928854634,-0.109513524862749
"11",-0.0716870543886801,-0.42947076884955
"12",1.24020987835056,-0.825976930306507
"13",-0.33191116534719,0.2217217589461
"14",0.300127331805142,-0.467964399468196
"15",0.0895791725947796,0.272318575706898
"16",-0.386256441758338,-0.0755906514267655
"17",-1.04500985161978,1.191715150158
"18",0.10749189854683,0.756644329480842
"19",0.862174985169493,-0.330265633444673
"20",0.231794677847151,-0.0301364584479464
"21",-0.278622395883037,0.371296494976562
"22",0.794531081562582,0.397248050787214
"23",-0.315362115650432,0.805491204224187
"24",0.688485416062669,-0.329797649641464
"25",-0.0487420905737751,-0.408360119315372
"26",0.368999048170808,-0.0414189517981919
"27",-0.0643472660835396,-0.471834010575625
"28",-0.358531780843127,0.832667567156305
"29",-0.998517906069241,0.00509016834895822
"30",-0.990307216592076,1.31051242741363
"31",-0.407549983902836,1.20398892583299
"32",-0.293604896791387,2.09182543640588
"33",-0.390180672109772,-3.26584838522647
"34",-4.83680951885362,2.47459192860567
"35",0.20835499421011,-0.430086935334435
"36",0.507133215655019,-0.00662130991508878
"37",-0.0462088068883951,0.609517950753639
"38",0.0854391988530116,-0.158717183387621
"39",0.146722335976242,0.431816693418864
"40",-0.101736488380467,1.11198654586988
"41",-0.156558747898219,1.05388343184606
"42",3.25105565980973,-0.435696370566102
"43",-0.343756107753919,0.214958576067734
"44",0.408001068128473,0.843671847491248
"45",0.199589181082049,0.835352598521128
"46",-0.515501170977721,1.69033812905246
"47",0.92683541366259,0.290862288226209
"48",-0.153021479585577,-0.360577165489518
"49",0.160426304921879,-0.28417395993759
"50",1.16949830587854,1.0926974990025
"51",-0.590279472563288,-1.38087677298337
"52",-0.675874011223047,-0.0514952829744229
"53",-0.54754889628966,-0.564689196339739
"54",2.32172618456728,-0.838963390876881
"55",0.169263993803961,2.51770859763103
"56",1.49218445073125,-0.0587314648351127
"57",0.858240473825645,-0.142808989974203
"58",-0.914527889243019,-0.345144019068557
"59",0.314231002471777,-0.21044343630167
"60",-0.578213492249547,0.169344528040371
"61",-0.318791868043823,1.24665047322847
"62",-0.732124101330025,0.0621096494750523
"63",1.2590114993089,2.97206995201868
"64",1.19439540105758,0.416593852988449
"65",-0.322290350090476,1.30546037309549
"66",0.129243048605555,-0.455550890972523
"67",0.481654277399977,-0.465663932814518
"68",1.43326460798664,-0.399189612314971
"69",0.676626626492275,0.147997627909958
"70",-0.329151755128341,0.972232582391005
"71",0.862880606124884,-0.0780452227237903
"72",-0.801339447529306,-0.623309473727884
"73",4.63776075993312e-07,-0.370514493670228
"74",0.321701880974661,-0.0357449870366252
"75",0.124179025795318,-0.0272269527009028
"76",0.291333721903374,-0.463024379732866
"77",0.12500588900367,-1.4489196985068
"78",-0.751954894379224,-1.55148610094755
"79",0.773253111093332,-0.193338668309527
"80",-1.01332091546487,0.356840209576227
"81",0.568487931836338,1.1722317602645
"82",-0.980471111851994,0.66955196011699
"83",-0.526505611346648,0.6632953577497
"84",-1.21834783729481,0.874703846791088
"85",0.137200006345315,-0.531676282309637
"86",0.413683344507059,-1.06799766707606
"87",-0.10132132913171,-0.294817653868718
"88",0.697507715777318,-0.52803461103348
"89",1.27959212455913,-0.0893730521193718
"90",1.22679400356593,0.448669289182533
"91",-0.809439170583947,0.75079731439592
"92",-0.167379507725954,-0.238464764658347
"93",0.234372474779083,-0.565339702179263
"94",-2.13210633579341,0.207787018553373
"95",-0.179644894939584,-0.321422624446834
"96",-0.50835347584844,0.844464797609903
"97",-0.663281350510263,0.5751806651106
"98",0.77759981118696,-0.533750738429816
"99",0.301759826761988,-1.79661605984809
"100",-0.161232305640087,0.137363053351041
"101",0.265697366659433,-1.58748225455487
"102",0.0357862616652253,-2.29678281407229
"103",-0.815531047919795,0.606944693758146
"104",-2.51778031053031,0.447836054891953
"105",0.453638702453169,-3.2028773002493
"106",0.207168117006344,-1.06598362307913
"107",-0.239852598722265,-0.771918515310724
"108",-0.612114153865971,-0.506496472616157
"109",0.604135901811459,-0.505877312809499
"110",0.652447712146495,1.01025873572425
"111",0.713058205459369,1.02516381750951
"112",0.694608028967498,-0.780815797425021
"113",0.103418558639798,-1.4286423131211
"114",-0.032047239653918,0.362219293274061
"115",-0.319658564858119,-0.350386322017007
"116",-1.06729996850342,-0.39600114810226
"117",-0.255102187668727,-1.02585351192598
"118",-2.38510620541487,2.27835480008295
"119",0.324513824906151,0.491472671461094
"120",0.461637417359862,-0.440489777142879
"121",0.282584738997579,2.58113644655837
"122",-1.6869938076597,-0.397459641396655
"123",0.0429279744269025,0.0136722312895729
"124",-0.880700198876718,-0.978663250329603
"125",1.57262222233714,-0.683047607588367
"126",-0.0178461832791532,0.140987783438022
"127",-0.661668307522199,-0.040450479187882
"128",1.10417003639622,-0.296530203148635
"129",-0.837099947218674,-0.0667390230188947
"130",-1.64897506581415,1.63224997795734
"131",0.731057438615268,-0.41556411809529
"132",-0.0812423177742032,-0.525565999628376
"133",0.529331331700692,-0.580526154758012
"134",1.45977846343998,0.193487444355065
"135",-0.641054101359838,-1.48083097413295
"136",0.187691658213207,0.424607124121318
"137",-0.0233839394840365,-0.346310628359889
"138",-0.287658455421512,-1.00893854034109
"139",-0.86321898186426,-0.14482707160871
"140",1.06950816237358,0.8776161598055
"141",-0.968470913587884,0.277347322563681
"142",-0.256819246063012,-0.032212848666016
"143",-0.715183925705924,-0.0446894705293663
"144",-1.16103890685432,0.66788158181026
"145",0.369918727089667,1.02914405344125
"146",-0.648719471382311,-0.888739880745083
"147",-0.0616600146435614,0.262644922963255
"148",0.357992313106754,1.2945801096733
"149",0.68655399384407,0.344544132454749
"150",0.632269487652289,0.614726411275637
"151",-0.128724394684097,0.058130570628466
"152",0.125515461008071,-0.566702565786004
"153",0.0554246821249058,0.909036182008406
"154",-0.595888229800723,-1.39931000232203
"155",1.46902947366371,1.93251156731169
"156",2.02322206599947,1.43287535301759
"157",-1.22833913085169,0.103168948630916
"158",-2.23910276925245,1.90393528063054
"159",0.131265156906913,0.792102276747019
"160",-0.323298743053439,0.433197117770905
"161",-0.188071363734052,1.98705391519525
"162",0.490455291714866,0.663148824764249
"163",1.5173613333487,0.137986039393091
"164",0.166565645317169,3.65925042880225
"165",1.84551784879815,0.287351476025237
"166",-0.433187567078872,-0.353069662575202
"167",0.150981902863503,0.261183385561667
"168",-1.02987776631623,-0.378479171051626
"169",-0.304951703256121,-1.21520800093995
"170",-2.28223603350556,0.614121821648016
"171",-1.41036760841763,1.00843330269557
"172",-0.155302551397826,-0.425542484775404
"173",-0.288247571428351,1.94053128946288
"174",-2.97208880601771,0.124063113770577
"175",0.55600162521556,-1.5429845543221
"176",0.704644435010028,-1.7643385804894
"177",-1.57709526584618,-1.49184965592974
"178",1.14876041169325,-1.04687267209494
"179",0.220975046551903,0.614187342167861
"180",-0.236365821812434,-0.0793235217726024
"181",1.09608546810067,1.01074796871097
"182",-0.156596362964031,0.22225552597442
"183",1.48825478606902,0.103895209968039
"184",0.887082248228218,-1.06950850010306
"185",0.468599449548089,-1.34958608015697
"186",1.77893312989872,-0.29493004134843
"187",-0.96161748554981,-0.897084813157079
"188",0.626349502688378,-0.323542395852586
"189",0.095524999205646,0.383039863823262
"190",-0.446296628155769,0.450267960388123
"191",0.295955850753534,-0.409168377026465
"192",2.20395579343657,-0.473956452562681
"193",1.11596185711331,-0.308100982814783
"194",-0.077870810165464,0.331332523995987
"195",-1.24059301601427,-0.503283183551953
"196",0.344756652094334,-0.0999074296614182
"197",-0.305545608668838,-1.09810315163332
"198",0.712547719713586,-0.150402229393776
"199",0.251428768403247,0.982860483053383
"200",-1.18045369567456,-0.023291732401993
"201",0.173036211795856,-0.0526631062389622
"202",-3.49666366409479,-1.51350728699858
"203",1.77918467000071,-3.99123685956216
"204",2.06529633673644,-0.847467440634207
"205",-0.0911654339195943,-0.514103166851546
"206",0.203123805429362,0.620904438799768
"207",1.38889489950577,-1.78379191862335
"208",0.326402392553866,-1.61411421785441
"209",-0.644226438094873,-0.266664977947091
"210",-1.15974260059046,-1.08078051310007
"211",0.549499050966039,-0.246692841261311
"212",-0.140029079015711,2.27688771087137
"213",0.314381804352323,0.918854989884608
"214",-0.261118477344335,-1.28593468823436
"215",0.454886241420532,-0.995765086420551
"216",1.52834062480825,-2.45364283775944
"217",-2.02657921638403,-0.468600731394031
"218",1.94169595877199,0.288916178568613
"219",-0.278072651091103,0.12021651995161
"220",-1.22822304467833,-0.367351752523771
"221",-0.95203829534519,-0.128928518077505
"222",1.71676083316304,1.6250314944609
"223",0.319127911936308,-0.9509800828183
"224",-0.664174239990084,-0.346193668902085
"225",-0.132156354834976,0.707021695948292
"226",-0.497746087908127,-0.269461817727561
"227",0.869964696711442,0.214168270179084
"228",-0.496435777110081,-0.594628171398808
"229",1.03611291556338,0.801757612432206
"230",0.290414680639303,1.10781468414338
"231",-0.310418581896622,0.298669222738138
"232",-0.361086772628296,0.0311706510231976
"233",-0.908587251866741,0.563228074459688
"234",-0.638461441727203,0.0449382718621653
"235",0.977069842985721,-0.267357538059518
"236",-0.588845425753021,-1.23852984633031
"237",-0.169523460458484,-0.094535472457087
"238",0.348224055246222,1.58294156436111
"239",1.1535505862873,0.322707817085687
"240",0.0427253649206447,-0.817616359982055
"241",-0.438060298486662,-1.21968783018673
"242",-0.319352492953666,-1.00325031544516
"243",-1.49895085707731,0.162252257986109
"244",-0.564813747270841,-0.0846125700001495
"245",-0.156239602503754,0.246459487365147
"246",-1.6491423819196,-2.5061196188857
"247",0.708627212943875,0.105638894824563
"248",-0.581260377848434,-0.472666466366615
"249",-0.335928462532603,0.934308419422544
"250",1.58836710473951,-0.044996627814359
"251",-0.408334465281509,-0.784586214367185
"252",-0.482343817369277,0.243039190864724
"253",-0.789623590552763,-1.57789372055189
"254",-0.242611835200572,-0.177638865199675
"255",0.568645464969057,-0.129719291574249
"256",-1.22633544326131,-0.539582792392943
"257",-0.309907099027388,-0.146046493810771
"258",-1.21389330702635,0.778781511219413
"259",-3.53160391309716,0.375111055609004
"260",0.65161985600896,-1.32197265198645
"261",-1.46713639774132,0.282007865828878
"262",0.82440130909443,-0.0704478114137687
"263",-0.282112568678041,-1.91784990267905
"264",1.32703596935594,-2.42744879206977
"265",-0.0892368038809207,-1.53734179897818
"266",-0.351956489749866,-2.78458418786331
"267",2.15387367504787,1.57401619446026
"268",-0.602496566972806,-4.67254784440043
"269",1.07866563027643,0.738650543959035
"270",-1.23346508345725,0.383484243225812
"271",-0.727844137647474,1.22167792821714
"272",0.378610652844825,0.453754371888322
"273",0.65403665679287,3.48792992600551
"274",-0.0851765689008591,-0.153150200234161
"275",-1.52273829762939,-0.115117127805461
"276",1.51266239596098,1.22821226430285
"277",0.0235949963917586,-3.53350281311157
"278",0.137790537388579,-1.08021113361168
"279",0.105160872758391,-0.462626881409928
"280",-0.609636713797803,-0.473260210014625
"281",-0.412426469592787,-0.322524484602425
"282",1.5565685298423,1.78906870059726
"283",1.1156711149423,0.643160606581554
"284",0.615542929789404,0.17345062279675
"285",0.0451168040899644,-0.155056675206459
"286",-1.08737806084681,-0.370649549587302
"287",-0.609409091817089,-0.230219489571544
"288",-0.527946644055113,0.783637962364673
"289",-0.191646182861037,0.417384777382062
"290",-0.717284894449615,-1.19048319562814
"291",-1.30555270994231,-1.55647345465352
"292",-1.10096920253991,-0.147331810972286
"293",-0.469057582429231,0.359190280411636
"294",1.59215512731923,1.10967615991352
"295",-1.04848419918508,-0.619445229120636
"296",1.95898085591226,0.607729907616132
"297",0.529391566468367,-0.435568071404616
"298",0.999343887570209,-0.992101236602217
"299",-0.585042446773334,0.139046529801933
"300",-1.01177175905052,-1.61565586210898
"301",-0.433845083848687,0.353416490789218
"302",-0.710728174004897,-0.605201372261789
"303",1.21160303707759,1.26367342174503
"304",0.320020935381229,0.489526406403972
"305",-0.797178881074219,-0.48502613721976
"306",0.83902997132018,-0.0510373559985339
"307",-0.0151164204776226,0.793564444964716
"308",1.23371112041834,0.545853328127429
"309",-0.0588219896074207,0.290045599953628
"310",-0.39550977170566,0.0269117984890049
"311",-0.954043615296708,-0.855851296292909
"312",-0.426078972426539,0.537502078963105
"313",1.0037887124661,0.0077607163260285
"314",1.07414820835547,0.931960891998274
"315",-1.06329223944279,-1.42329697954188
"316",0.402747691010762,-0.981598022374437
"317",-1.04478523687182,0.190182206507072
"318",-1.52179373153057,0.256257302857791
"319",0.445906605411793,-0.369822941314978
"320",-0.230532739001919,-0.768409513937008
"321",0.644540616303919,1.6556473864834
"322",-1.61613229290142,0.0313359919678271
"323",-0.665056627639239,-0.640681157169162
"324",1.09997295090617,0.909450517627399
"325",0.469513397970911,0.322465301485899
"326",-0.302049764581619,0.32016968298962
"327",0.697290430653289,3.42111662992307
"328",-0.0237806217469122,-0.427529237602874
"329",0.0518748950778946,0.654850114539024
"330",-0.97615197410662,0.0815280791172589
"331",0.130686576703719,0.916144845171199
"332",-2.42144611333816,-1.94895853110468
"333",-0.45694761243611,-0.697596118592807
"334",0.298542020252754,0.13920490919566
"335",-4.26320467198551,-2.35023218178312
"336",-0.0416525504888401,0.919318461183319
"337",-0.379532093041117,-1.08733950915981
"338",-1.10274111775553,0.0811441731556874
"339",1.45619043072262,0.610073722518237
"340",-0.705417455781768,-0.486990873066106
"341",1.61707429067089,2.06594382782541
"342",1.9502499054177,1.71905991968035
"343",-0.852364596687266,-1.11482816802128
"344",-0.339240673880627,0.921697625747977
"345",-0.272012561814676,0.510366688470085
"346",-0.26936707413171,0.0624511128727777
"347",-0.200315385604144,-0.121914231392949
"348",0.430109640454495,0.730152577330167
"349",0.239730398564744,-0.277141824391906
"350",0.577776964008334,-0.921408150590741
"351",1.51086732943036,0.725984786281032
"352",-0.104552627064689,-0.537166362225733
"353",-0.330867581722165,-0.440810722052997
"354",0.191365655809171,-0.054048044748773
"355",-0.937995615250473,0.189401318651176
"356",0.0110709440395303,-1.99492041062814
"357",2.05032754447943,0.31752032995845
"358",0.834131609585496,0.180387158219487
"359",-0.17547205880921,-1.10508943449378
"360",1.40216235178271,0.398716768731993
"361",0.428386770606349,-0.0583416120229278
"362",-0.247946565569912,1.08609991716298
"363",-1.75730415906752,-1.03909387894689
"364",-0.0434776093669086,0.175930731612831
"365",-0.104122412220362,-0.0431635097255907
"366",-2.31308319867581,-0.661423746324053
"367",-0.0748896409310592,0.221199810495453
"368",0.475541480407768,-0.710250582642897
"369",0.700510052932567,0.573466927567233
"370",-1.68667077311085,-0.365352765252635
"371",0.182346802738368,0.623343223007029
"372",1.70929717389938,1.3349509003049
"373",-0.00829214841185663,0.345497003349163
"374",-0.340550876054478,-0.563021818665096
"375",-1.28348826055684,-0.968407732086919
"376",0.0851122648898686,-0.40556790304006
"377",-0.309030927458729,-1.09855755136467
"378",0.416662531480244,-0.139503008107481
"379",-0.267193219108447,0.624271129314755
"380",0.760565181047464,0.310199198063756
"381",-1.71391065928389,-0.756284515867591
"382",-0.255106756128805,1.01075763580606
"383",-0.297160023846299,-0.67110753551816
"384",-0.769156266831044,-0.42712661444451
"385",0.546393312219351,-0.821099182299154
"386",0.0942236973086357,0.25420513733385
"387",0.739311149613305,0.704125297293919
"388",-0.325720993668293,0.717130613295644
"389",-0.670650320772414,0.710885763273204
"390",-1.12087554873415,0.0335852046113689
"391",-0.243235254947224,-0.708964938204281
"392",-0.245190018500612,-2.66489339075442
"393",-0.189991222132736,0.144934746802072
"394",2.24604981153731,0.989702982769638
"395",1.2883368949632,-0.35329664065407
"396",-0.202382552473199,-1.13117744437354
"397",-0.0984539088883432,0.218509026403047
"398",-0.218216988116163,-1.18399081809082
"399",0.690530565242129,0.21529218688083
"400",-0.801807215437363,-1.24858542609115
"401",1.50199016556195,0.60003716378938
"402",0.162736365674569,-0.0699786249753638
"403",-0.891448287902042,0.310692356938733
"404",0.317442147634805,1.15475111020667
"405",0.345385088786669,0.377054579484373
"406",-0.98830730680411,-0.351870937041288
"407",-0.0430389080937028,0.343496744754597
"408",1.08629250914746,0.762657376497672
"409",-0.353814910623855,1.1151326772564
"410",-0.24043938314788,-0.250356366601497
"411",-1.22929234499035,1.03364142927356
"412",-1.05055499217262,-0.236668234378154
"413",-0.496262399870469,1.6517237084503
"414",2.06716288899515,0.10597923333511
"415",2.11270939028129,-0.231513628893833
"416",0.4547335768265,0.326021506354106
"417",1.50360354153621,1.27851690105291
"418",0.125897610440838,-0.447612424353097
"419",-0.434114309200103,-1.43158167361585
"420",2.51606715098313,1.35574728916146
"421",0.79463883704115,-0.449458643972573
"422",-0.340259013521994,-0.0270592526992162
"423",0.182256155789562,-0.303390345302036
"424",2.80444279534129,0.561187340762215
"425",3.91928359711322,5.50383788620208
"426",0.251981702082808,-0.34911855748718
"427",-0.890747310245279,0.612935477851855
"428",0.318728224003152,-0.472028053427266
"429",0.937568867024043,0.922239237054219
"430",1.10434956860597,0.370123826268991
